30	TK	DEVIANCE
31	TK	PROCESS
31	TK	INFORMATION
31	TK	PUBLICATION
31	TK	SCIENTIFIC
31	TK	ONLINE
31	TK	RESOURCES
32	AK	BUSINESS PROCESS MANAGEMENT
32	AK	COMPREHENSIVE EVALUATION
32	AK	ENHANCED DATASETS
32	AK	PMMC’15 DATASETS
32	AK	PROCESS MODEL MATCHING
32	TK	ENHANCED
32	TK	BENCHMARK
32	TK	DATASETS
32	TK	COMPREHENSIVE
32	TK	EVALUATION
32	TK	PROCESS
32	TK	MODEL
32	TK	MATCHING
32	TK	TECHNIQUES
33	AK	BUSINESS PROCESS MANAGEMENT
33	AK	DEVELOPING BENCHMARKS
33	AK	TAXONOMY
33	AK	TEXT MATCHING
33	TK	DEEP
33	TK	ANALYSIS
33	TK	PROCESS
33	TK	MODEL
33	TK	MATCHING
33	TK	TECHNIQUES
34	AK	BUSINESS PROCESS MANAGEMENT
34	AK	 PROCESS MINING
34	AK	 WAITING TIME
34	TK	DATA-DRIVEN
34	TK	IDENTIFICATION
34	TK	ANALYSIS
34	TK	WAITING
34	TK	TIMES
34	TK	BUSINESS
34	TK	PROCESSES
34	TK	SYSTEMATIC
34	TK	LITERATURE
34	TK	REVIEW
35	AK	BANKING PROCESSES
35	AK	BPR
35	AK	BUSINESS PROCESS REENGINEERING
35	AK	MORTGAGE LOAN PROCESS
35	AK	PERFORMANCE MEASURES
35	AK	ROBOTIC PROCESS AUTOMATION
35	AK	RPA
35	AK	RPA BOT
35	AK	SIMULATION
35	TK	ROBOTIC
35	TK	PROCESS
35	TK	AUTOMATION
35	TK	REENGINEERING
35	TK	USING
35	TK	BIZAGI
35	TK	UIPATH
35	TK	CASE
35	TK	STUDY
35	TK	MORTGAGE
35	TK	REQUEST
35	TK	PROCESS
36	AK	KEY PERFORMANCE INDICATORS MODELING
36	AK	LEGACY ERP SYSTEMS
36	AK	PROCESS AWARENESS
36	TK	LESSONS
36	TK	LEARNED
36	TK	EXPERIMENTAL
36	TK	PROTOTYPE
36	TK	DEVELOPMENT
36	TK	KPI
36	TK	ACQUISITION
36	TK	MODELING
36	TK	LEGACY
36	TK	ERP
36	TK	SYSTEMS
37	AK	CRITICAL SUCCESS FACTORS
37	AK	DEPLOYMENT
37	AK	ERP
37	AK	EVALUATIONTAXONOMY
37	TK	ENTERPRISE
37	TK	RESOURCE
37	TK	PLANNING
37	TK	TAXONOMY
37	TK	CRITICAL
37	TK	FACTORS
38	TK	OUTLOOK
38	TK	SEMANTIC
38	TK	BUSINESS
38	TK	PROCESS
38	TK	MINING
38	TK	MONITORING
39	AK	PROCESS MINING
39	AK	 INFORMATION SYSTEMS USE
39	AK	 USE PATTERNS
39	AK	 USER CATEGORIZATION
39	AK	 POST-ADOPTION
39	TK	PROCESS
39	TK	MINING
39	TK	USERS
39	TK	ACT
39	TK	THINK
39	TK	FEEL
39	TK	EXPLORATIVE
39	TK	STUDY
39	TK	PROCESS
39	TK	MINING
39	TK	USE
39	TK	PATTERNS
40	AK	DIGITAL INNOVATION
40	AK	DIGITALIZATION
40	AK	EGOVERNMENT
40	AK	HIGHER EDUCATION
40	AK	INFORMATION SYSTEMS INTEGRATION
40	AK	PERFORMANCE OPTIMIZATION
40	TK	BUSINESS
40	TK	PROCESS
40	TK	MANAGEMENT
40	TK	DIGITAL
40	TK	TRANSITION
40	TK	CASE
40	TK	STUDY
40	TK	ITALIAN
40	TK	PUBLIC
40	TK	UNIVERSITY
41	AK	BUSINESS PROCESS (BP)
41	AK	BUSINESS PROCESS MANAGEMENT (BPM)
41	AK	DATA MINING
41	AK	HEALTH CARE PROCESS
41	AK	KEY PERFORMANCE INDICATORS (KPI)
41	AK	ONTOLOGY
41	AK	PERFORMANCE MEASUREMENT
41	TK	TOWARD
41	TK	ONTOLOGY-BASED
41	TK	MODEL
41	TK	KEY
41	TK	PERFORMANCE
41	TK	INDICATORS
41	TK	BUSINESS
41	TK	PROCESS
41	TK	IMPROVEMENT
42	TK	AHP
42	TK	METHOD
42	TK	SELECTING
42	TK	EMERGENCY
42	TK	CARE
42	TK	KEY
42	TK	PERFORMANCE
42	TK	INDICATORS
43	TK	APPLYING
43	TK	DATA
43	TK	MINING
43	TK	TECHNIQUES
43	TK	DISCOVER
43	TK	KPIS
43	TK	RELATIONSHIPS
43	TK	BUSINESS
43	TK	PROCESS
43	TK	CONTEXT
44	TK	SUPPLY
44	TK	CHAIN
44	TK	RESILIENCE
44	TK	OPTIMIZATION
44	TK	AGENT-BASED
44	TK	MODELING
44	TK	SCROAM
44	TK	NOVEL
44	TK	HYBRID
44	TK	FRAMEWORK
45	AK	BUSINESS PROCESS MODELLING
45	AK	INTELLIGENT SYSTEMS
45	AK	IMPLEMENTATION
45	AK	LIQUEFIED NATURAL GAS
45	AK	ORGANIZATIONAL PROCESS OPTIMIZATION
45	AK	SUPPLY CHAIN MANAGEMENT
45	TK	EVALUATING
45	TK	OPERATIONS
45	TK	LNG
45	TK	SHIPPING
45	TK	COMPANY
45	TK	BUSINESS
45	TK	PROCESS
45	TK	MODELLING
46	TK	SERVICE
46	TK	MANAGEMENT
46	TK	MODEL
46	TK	BASED
46	TK	LEAN
46	TK	SERVICE
46	TK	TOOLS
46	TK	INCREASE
46	TK	PRODUCTIVITY
46	TK	LEVEL
46	TK	OPERATIONS
46	TK	PERUVIAN
46	TK	SMES
46	TK	SPORTS
46	TK	SECTOR
47	TK	BPMN-BASED
47	TK	AUTOMATED
47	TK	APPROACH
47	TK	ANALYSIS
47	TK	HEALTHCARE
47	TK	PROCESSES
48	AK	OPEN COLLABORATIVE NETWORK 
48	AK	WORKFLOW
48	AK	BUSINESS RULE
48	AK	 WEB ONTOLOGY
48	AK	DATA PERTURBATION
48	AK	STIGMERGY
48	TK	FOSTERING
48	TK	DISTRIBUTED
48	TK	BUSINESS
48	TK	LOGIC
48	TK	OPEN
48	TK	COLLABORATIVE
48	TK	NETWORKS
48	TK	INTEGRATED
48	TK	APPROACH
48	TK	BASED
48	TK	SEMANTIC
48	TK	SWARM
48	TK	COORDINATION
49	TK	ENHANCING
49	TK	BUSINESS
49	TK	PROCESS
49	TK	MANAGEMENT
49	TK	SIMULATION
49	TK	OPTIMIZATION
50	AK	GAMIFCATION
50	AK	ENTERPRISE RESILIENCE
50	AK	SUPPLY CHAIN RESILIENCE
50	AK	SYSTEM DYNAMICS
50	AK	SIMULATION
50	TK	SYSTEM
50	TK	DYNAMICS
50	TK	GAMIFICATION
50	TK	TOOL
50	TK	ENHANCE
50	TK	SUPPLY
50	TK	CHAIN
50	TK	RESILIENCE
50	TK	TIMES
50	TK	DISRUPTIONS
51	TK	IMPLEMENTATION
51	TK	LEAN
51	TK	MANUFACTURING
51	TK	PRINCIPLES
51	TK	INCREASE
51	TK	PRODUCTIVITY
51	TK	SMES
51	TK	MANUFACTURING
51	TK	SECTOR
51	TK	CLOTHING
52	TK	BUSINESS
52	TK	METRICS
52	TK	DISCOVERY
52	TK	BUSINESS
52	TK	RULES
53	AK	MATURITY
53	AK	METRICS
53	AK	PERFORMANCE MEASUREMENT
53	AK	SUPPLY CHAIN
53	TK	SUPPLY
53	TK	CHAIN
53	TK	PERFORMANCE
53	TK	MEASUREMENT
53	TK	LITERATURE
53	TK	REVIEW
54	TK	SMART
54	TK	LITERATURE
54	TK	REVIEW
54	TK	PRACTICAL
54	TK	TOPIC
54	TK	MODELLING
54	TK	APPROACH
54	TK	EXPLORATORY
54	TK	LITERATURE
54	TK	REVIEW
55	AK	KEY PERFORMANCE INDICATOR (KPI), KEY QUALITY INDICATOR (KQI), ONTOLOGY, SERVICE LEVEL AGREEMENT (SLA), SWRL
55	TK	TOWARDS
55	TK	IMPROVING
55	TK	ENTERPRISE
55	TK	PERFORMANCE
55	TK	SERVICE
55	TK	LEVEL
55	TK	AGREEMENTS
56	TK	EVALUATION
56	TK	DISCOVERED
56	TK	CLINICAL
56	TK	PATHWAYS
56	TK	USING
56	TK	PROCESS
56	TK	MINING
56	TK	JOINT
56	TK	AGENT-BASED
56	TK	DISCRETE-EVENT
56	TK	SIMULATION
57	AK	APACHE SPARK
57	AK	BUSINESS PROCESS MANAGEMENT
57	AK	DATA MINIG
57	AK	EVENT LOGS
57	AK	PROCESS MININGSQL
57	TK	HYBRID
57	TK	PROCESS
57	TK	MINING
57	TK	APPROACH
57	TK	BUSINESS
57	TK	PROCESSES
57	TK	FINANCIAL
57	TK	ORGANIZATIONS
58	TK	MODELING
58	TK	IMPROVEMENT
58	TK	INTEGRATED
58	TK	BUSINESS
58	TK	PRODUCTION
58	TK	PROCESSES
58	TK	FUZZY
58	TK	SIMULATION
59	TK	MODELING
59	TK	OPTIMIZATION
59	TK	PURCHASING
59	TK	SYSTEM
59	TK	UNCERTAIN
59	TK	ENVIRONMENTS
59	TK	INTEGRATED
59	TK	FUZZY
59	TK	BUSINESS
59	TK	PROCESS
59	TK	SIMULATION
59	TK	DATA
59	TK	ENVELOPMENT
59	TK	ANALYSIS
59	TK	NOVEL
59	TK	APPROACH
60	TK	DRIVING
60	TK	KNOWLEDGE
60	TK	ACQUISITION
60	TK	VIA
60	TK	METRIC
60	TK	LIFE-CYCLE
60	TK	PROCESS
60	TK	INTELLIGENCE
61	TK	INFERRING
61	TK	STATE
61	TK	REAL-TIME
61	TK	MONITORING
61	TK	CARE
61	TK	PROCESSES
62	TK	ENTERPRISE
62	TK	ARCHITECTURE
62	TK	BUSINESS
62	TK	PROCESS
62	TK	SIMULATION
63	TK	ENTERPRISE
63	TK	BUSINESS
63	TK	PROCESS
63	TK	MANAGEMENT
63	TK	PUBLIC
63	TK	SECTOR
63	TK	CASE
63	TK	DEPARTMENT
63	TK	HUMAN
63	TK	SERVICES
63	TK	DHS
63	TK	AUSTRALIA
64	TK	DEVELOPING
64	TK	ORGANIZATION-WIDE
64	TK	BPM
64	TK	CAPABILITIES
64	TK	SME
64	TK	APPROACHES
64	TK	USED
64	TK	CHALLENGES
64	TK	OUTCOMES
65	AK	PROCESS ANALYSIS AND IMPROVEMENT
65	AK	OPERATIONS IMPROVEMENT
65	AK	CROSS-BORDER LOGISTICS
65	AK	MARITIME LOGISTICS
65	AK	PORT OPERATIONS
65	TK	ANALYSING
65	TK	CROSS-BORDER
65	TK	LOGISTICS
65	TK	OPERATIONS
65	TK	PERFORMANCE
65	TK	IMPROVEMENT
65	TK	DEVELOPMENT
65	TK	VALIDATION
65	TK	REFERENCE
65	TK	MODEL
66	TK	FORECASTING
66	TK	MODELS
66	TK	TOTAL
66	TK	CRUDE
66	TK	PALM
66	TK	OIL
66	TK	PRODUCTIONS
66	TK	THAILAND
67	TK	CAPTURING
67	TK	BUSINESS
67	TK	BENEFITS
67	TK	PROCESS
67	TK	IMPROVEMENT
67	TK	FOUR
67	TK	FALLACIES
68	TK	TOWARDS
68	TK	EFFECTIVE
68	TK	DESIGN
68	TK	ADAPTATION
68	TK	CSP
68	TK	USING
68	TK	MODELLING
68	TK	SIMULATION
68	TK	BASED
68	TK	DIGITAL
68	TK	TWIN
68	TK	APPROACH
69	AK	BUSINESS PROCESS MANAGEMENT
69	AK	CONSTRAINT PROGRAMMING
69	AK	PLANNINGSCHEDULING
69	TK	AUTOMATIC
69	TK	GENERATION
69	TK	OPTIMIZED
69	TK	BUSINESS
69	TK	PROCESS
69	TK	MODELS
69	TK	CONSTRAINT-BASED
69	TK	SPECIFICATIONS
70	TK	TOWARDS
70	TK	UNIFICATION
70	TK	COMPUTATIONAL
70	TK	THINKING
70	TK	EUDABILITY
70	TK	TWO
70	TK	CASES
70	TK	HEALTHCARE
71	TK	OPTIMIZING
71	TK	DESIGN
71	TK	OPERATION
71	TK	BEER
71	TK	PACKAGING
71	TK	LINE
71	TK	THROUGH
71	TK	ADVANCED
71	TK	SIMIO-BASED
71	TK	TOOL
72	AK	BUSINESS PROCESS MANAGEMENT
72	AK	COMPLEX EVENT PROCESSING
72	AK	OPERATIONAL SUPPORT
72	AK	PROACTIVE COMPUTING
72	TK	PROACTIVE
72	TK	DECISION
72	TK	SUPPORT
72	TK	BUSINESS
72	TK	PROCESS
72	TK	EXECUTION
73	TK	OPTIMAL
73	TK	ACQUISITION
73	TK	INPUT
73	TK	DATA
73	TK	DECISION
73	TK	TAKING
73	TK	BUSINESS
73	TK	PROCESSES
74	TK	BUSINESS
74	TK	PROCESS
74	TK	SIMULATION
74	TK	TRANSFORMATION
74	TK	BPMN
74	TK	20
74	TK	DEVS
74	TK	MODELS
74	TK	WIP
75	TK	TRANSFORMATION
75	TK	EXTENDED
75	TK	ACTIGRAM
75	TK	STAR
75	TK	BPMN20
75	TK	SIMULATION
75	TK	MODEL
75	TK	FRAME
75	TK	MODEL
75	TK	DRIVEN
75	TK	SERVICE
75	TK	ENGINEERING
75	TK	ARCHITECTURE
76	TK	VALUE
76	TK	POTENTIALS
76	TK	CHALLENGES
76	TK	SERVICE-ORIENTED
76	TK	ARCHITECTURES
76	TK	RESULTS
76	TK	EMPIRICAL
76	TK	SURVEY
76	TK	USER
76	TK	VENDOR
76	TK	PERSPECTIVE
77	AK	BUSINESS PROCESS
77	AK	MONITORING
77	AK	PREDICTION
77	AK	PROCEDURE MODEL
77	TK	CONCEPTUALIZATION
77	TK	INTEGRATED
77	TK	PROCEDURE
77	TK	MODEL
77	TK	BUSINESS
77	TK	PROCESS
77	TK	MONITORING
77	TK	PREDICTION
78	AK	BUSINESS PROCESS MODELING
78	AK	BUSINESS PROCESS COMPLIANCE MANAGEMENT
78	AK	BUSINESS PROCESS COMPLIANCE CHECKING
78	AK	REGULATION
78	AK	LEGAL
78	AK	REQUIREMENTS 
78	TK	GENERALIZABILITY
78	TK	APPLICABILITY
78	TK	MODEL-BASED
78	TK	BUSINESS
78	TK	PROCESS
78	TK	COMPLIANCE-CHECKING
78	TK	APPROACHES
78	TK	—
78	TK	STATE-OF-THE-ART
78	TK	ANALYSIS
78	TK	RESEARCH
78	TK	ROADMAP
79	TK	DEVELOPING
79	TK	MATURITY
79	TK	MODELS
79	TK	MANAGEMENT
79	TK	PROCEDURE
79	TK	MODEL
79	TK	APPLICATION
80	AK	PROCESS SELECTION METHOD
80	AK	EMBEDDED ANALYTICS
80	AK	INTELLIGENT BUSINESS PROCESSES
80	AK	EXPLORATIVE BPM
80	AK	ACTION DESIGN RESEARCH
80	TK	TOWARDS
80	TK	PROCESS
80	TK	SELECTION
80	TK	METHOD
80	TK	EMBEDDED
80	TK	ANALYTICS
81	TK	INTRODUCTION
81	TK	SIMULATION
81	TK	USING
81	TK	PROSIM
81	TK	BUSINESS
81	TK	PROCESS
81	TK	SIMULATION
81	TK	ANALYSIS
82	TK	WORKFLOW
82	TK	ANALYSIS
82	TK	DESIGN
82	TK	ENVIRONMENT
82	TK	WADE
83	AK	DISTRIBUTED SOFTWARE DEVELOPMENT
83	AK	PROCESS AND PROJECT KPI
83	AK	SOFTWARE PROCESS AND PROJECT MANAGEMENT
83	AK	SOFTWARE PROCESS QUALITY
83	TK	LEAN
83	TK	MANAGEMENT
83	TK	SOFTWARE
83	TK	PROCESSES
83	TK	FACTORIES
83	TK	USING
83	TK	BUSINESS
83	TK	PROCESS
83	TK	MODELING
83	TK	TECHNIQUES
84	AK	BUSINESS PROCESS MANAGEMENT
84	AK	DATA MININGPREDICTION
84	TK	DATA-DRIVEN
84	TK	PREDICTION
84	TK	FRAMEWORK
84	TK	ANALYZING
84	TK	MONITORING
84	TK	BUSINESS
84	TK	PROCESS
84	TK	PERFORMANCES
85	TK	BUILDING
85	TK	SUCCESSFUL
85	TK	RELATIONSHIP
85	TK	BUSINESS
85	TK	PROCESS
85	TK	OUTSOURCING
85	TK	EXPLORATORY
85	TK	STUDY
86	AK	BUSINESS PROCESS REENGINEERING (BPR)
86	AK	LEAN INTEGRATION
86	AK	B2LEAN METHODOLOGY
86	AK	IT- ENABLER
86	AK	CONTINUOUS IMPROVEMENT
86	AK	MANUFACTURING PROCESS OPTIMIZATION
86	AK	MANUFACTURING SECTOR
86	TK	OPTIMIZING
86	TK	MANUFACTURING
86	TK	SECTOR
86	TK	THROUGH
86	TK	BUSINESS
86	TK	PROCESS
86	TK	REENGINEERING
86	TK	LEAN
86	TK	INTEGRATION
86	TK	B2LEAN
86	TK	METHODOLOGY
86	TK	APPROACH
87	TK	RMSIM
87	TK	JAVA
87	TK	LIBRARY
87	TK	SIMULATING
87	TK	REVENUE
87	TK	MANAGEMENT
87	TK	SYSTEMS
88	TK	SIMULATION-DRIVEN
88	TK	DIGITAL
88	TK	TWINS
88	TK	DNA
88	TK	RESILIENT
88	TK	SUPPLY
88	TK	CHAINS
89	TK	TEXTUAL
89	TK	CONTENT-BASED
89	TK	SEARCH
89	TK	REPOSITORIES
89	TK	WEB
89	TK	APPLICATION
89	TK	MODELS
90	AK	BPMN
90	AK	BUSINESS PROCESS MODELLING
90	AK	BUSINESS PROCESS SIMULATION
90	AK	HEALTHCARE
90	AK	PERFORMANCE
90	TK	COMBINING
90	TK	MODELLING
90	TK	SIMULATION
90	TK	APPROACHES
90	TK	MEASURE
90	TK	PERFORMANCE
90	TK	BUSINESS
90	TK	PROCESSES
91	AK	BUSINESS PROCESS MANAGEMENT
91	AK	IT SYSTEMS
91	AK	KNOWLEDGE MANAGEMENT
91	AK	PROCESS EFFICIENCY
91	AK	PROCESS QUALITY
91	TK	IMPORTANCE
91	TK	SYSTEMS
91	TK	INTEGRATION
91	TK	KNOWLEDGE
91	TK	BUSINESS
91	TK	PROCESS
91	TK	MANAGEMENT
92	AK	BUSINESS ACTIVITY MONITORING
92	AK	BUSINESS PROCESS MANAGEMENT
92	AK	KEY PERFORMANCE INDICATOR
92	AK	SERVICE VALUE NETWORK
92	TK	ARCHITECTURE
92	TK	MANAGING
92	TK	LIFECYCLE
92	TK	BUSINESS
92	TK	GOALS
92	TK	PARTNERS
92	TK	SERVICE
92	TK	NETWORK
93	TK	SUCCESS
93	TK	FACTORS
93	TK	PROCESS
93	TK	PERFORMANCE
93	TK	MANAGEMENT
93	TK	SERVICES
93	TK	–
93	TK	INSIGHTS
93	TK	MULTIPLE-CASE
93	TK	STUDY
94	TK	PLANNING
94	TK	AVAILABLE
94	TK	RESOURCES
94	TK	CONSIDERING
94	TK	ERGONOMICS
94	TK	UNDER
94	TK	DETERMINISTIC
94	TK	HIGHLY
94	TK	VARIABLE
94	TK	DEMAND
95	TK	MONITORING
95	TK	BUSINESS
95	TK	PROCESSES
95	TK	NON
95	TK	FUNCTIONAL
95	TK	REQUIREMENTS
95	TK	BASED
95	TK	QUALITY
95	TK	SERVICE
96	AK	MODELING LANGUAGE
96	AK	NOTATION
96	AK	CONCRETE SYNTAX
96	AK	SEMANTIC TRANSPARENCY
96	AK	EMPIRICAL EVALUATION
96	TK	TECHNIQUE
96	TK	EVALUATING
96	TK	IMPROVING
96	TK	SEMANTIC
96	TK	TRANSPARENCY
96	TK	MODELING
96	TK	LANGUAGE
96	TK	NOTATIONS
97	AK	BUSINESS PROCESS MANAGEMENT
97	AK	CONFORMANCE CHECKING
97	AK	CONSTRAINT PROGRAMMING
