10	The proceedings contain 36 papers. The topics discussed include: cognitive BPM: business process automation and innovation with artificial intelligence; process mining on event graphs: a framework to extensively support projects; process mining as a strategy of inquiry: understanding design interventions and the development of business processes; visualization of environmental performance indicators (EPI) on business process models: a hospitality industry perspective; the role of culture in business process management adoption; ensemble predictive process mining – taking predictive process mining to the next level; business process sketch recognition; compliance to data protection and purpose control using process mining technique; the design and validation of a process data analytics methodology for improving meat and livestock value chains; the business process management game; and action logger: enabling process mining for robotic process automation.
11	The proceedings contain 34 papers. The topics discussed include: abstracting low-level event data for meaningful process analysis; industry 4.0: business process management maturity model for the digitalized interorganizational value chain; a conceptualization of process mining impacts; a causal approach to prescriptive process monitoring; interactive resolution and prevention of inconsistencies in business rule management; integrating explainable machine learning and predictive process monitoring; hybrid process modeling and mining; representativeness of event data in conformance checking; designing a method for defining and monitoring business model performance indicators; and a resource manager for advanced resource management and allocation in processes.
12	The proceedings contain 23 papers. The special focus in this conference is on Business Process Management. The topics include: Large Language Models for Business Process Management: Opportunities and Challenges; a Reference Data Model to Specify Event Logs for Big Data Pipeline Discovery; the Impact of Leadership on Business Performance. The Role of Process Performance; from Automatic Workaround Detection to Process Improvement: A Case Study; business Process Management Maturity and Process Performance - A Longitudinal Study; conversational Process Modelling: State of the Art, Applications, and Implications in Practice; process Mining and the Transformation of Management Accounting: A Maturity Model for a Holistic Process Performance Measurement System; towards a Theory on Process Automation Effects; zooming in for Clarity: Towards Low-Code Modeling for Activity Data Flow; Resource Allocation in Recommender Systems for Global KPI Improvement; optimizing the Solution Quality of Metaheuristics Through Process Mining Based on Selected Problems from Operations Research; steady State Estimation for Business Process Simulations; adding the Sustainability Dimension in Process Mining Discovery Algorithms Evaluation; trusted Compliance Checking on Blockchain with Commitments: A Model-Driven Approach; preface; declarative Choreographies with Time and Data; Foundations of Collaborative DECLARE; predicting Unseen Process Behavior Based on Context Information from Compliance Constraints; execution Semantics for Process Choreographies with Data; detecting Weasels at Work: A Theory-Driven Behavioural Process Mining Approach; The Dpex-Framework: Towards Full WFMS Support for Decentralized Process Execution.
13	The proceedings contain 24 papers. The special focus in this conference is on AI4BPM, BP-Meet-IoT, BPI, BPM and RD, BPMS2, BPO, DEC2H, and NLP4BPM. The topics include: Declarative Guideline Conformance Checking of Clinical Treatments: A Case Study; improving Declarative Process Mining with a Priori Noise Filtering; text-Aware Predictive Process Monitoring with Contextualized Word Embeddings; PET: An Annotated Dataset for Process Extraction from Natural Language Text Tasks; supporting Event Log Extraction Based on Matching; automated Intelligent Assistance with Explainable Decision Models in Knowledge-Intensive Processes; the Label Ambiguity Problem in Process Prediction; situation-Aware eXplainability for Business Processes Enabled by Complex Events; assessing the Suitability of Traditional Event Log Standards for IoT-Enhanced Event Logs; method to Identify Process Activities by Visualizing Sensor Events; a Holistic Framework for IoT-Aware Business Processes; vAMoS: eVent Abstraction via Motifs Search; preface; Constraints for Process Framing in AI-Augmented BPM; mining for Long-Term Dependencies in Causal Graphs; what Can Database Query Processing Do for Instance-Spanning Constraints?; effects of Concurrency in Complex Service Organizations: Evidence from Electronic Health Records; PYP4Training - Ludifying Business Process Training; on Current Job Market Demands for Process Mining: A Descriptive Analysis of LinkedIn Vacancies; combining Process Mining and Optimization: A Scheduling Application in Healthcare; defining Process Performance Measures in an Object-Centric Context; design-Time Support for Fragment-Based Case Management.
14	The proceedings contain 27 papers. The special focus in this conference is on Business Process Management. The topics include: Inferring Missing Entity Identifiers from Context Using Event Knowledge Graphs; process Channels: A New Layer for Process Enactment Based on Blockchain State Channels; action-Evolution Petri Nets: A Framework for Modeling and Solving Dynamic Task Assignment Problems; context-Based Activity Label-Splitting; verifying Resource Compliance Requirements from Natural Language Text over Event Logs; from Text to Performance Measurement: Automatically Computing Process Performance Using Textual Descriptions and Event Logs; agent Miner: An Algorithm for Discovering Agent Systems from Event Data; interactive Multi-interest Process Pattern Discovery; Increasing RPA Adoption: An Experiment on Countermeasures for Status Quo Bias; can I Trust My Simulation Model? Measuring the Quality of Business Process Simulation Models; stochastic-Aware Comparative Process Mining in Healthcare; on the Cognitive Effects of Abstraction and Fragmentation in Modularized Process Models; not Here, But There: Human Resource Allocation Patterns; a Novel Multi-perspective Trace Clustering Technique for IoT-Enhanced Processes: A Case Study in Smart Manufacturing; the Impact of Process Complexity on Process Performance: A Study Using Event Log Data; Deviation from Standards and Performance in Knowledge-Intensive Processes: Evidence from the Process of Selling Customized IT Solutions; benevolent Business Processes - Design Guidelines Beyond Transactional Value; PEM4PPM: A Cognitive Perspective on the Process of Process Mining; event Abstraction for Partial Order Patterns; incremental Discovery of Process Models Using Trace Fragments; approximating Multi-perspective Trace Alignment Using Trace Encodings; POWL: Partially Ordered Workflow Language; polynomial-Time Conformance Checking for Process Trees; investigating the Influence of Data-Aware Process States on Activity Probabilities in Simulation Models: Does Accuracy Improve?; dyLoPro: Profiling the Dynamics of Event Logs.
15	nan
16	nan
17	nan
18	Mr TAN is a Strategic Services Consultant specializing in Business-IT Planning, Programme & Project Management (PPM) and PMO/Business-IT process automation (BPM). A First Class degree holder from Imperial College, UK, he has more than 30 years of consulting experience, helping MNC clients in Business-IT Strategy Formulation and Implementation, Business Process Re-engineering, Change Management, PPM-based Performance Management and, e-Commerce Strategy and Implementation. He was previously the Vice President, Technology of Citibank N.A. Singapore. As Managing Partner of Andersen Worldwide for Mauritius and East Africa, Mr TAN had successfully built, nurtured and transformed a 35-person team into 160-person strong consulting and system implementation outfit over a 18-month period with over 100m backlog and recurring fees. Mr TAN is a passionate PPM consultant who sets up PMO for his clients and trains and mentors their PMs, benchmarks & QAs their PPM processes, and helps them to institutionalize their PPM practices via KPI-centric PPM/PMO automation to achieve integrated, near real-time PPM monitoring and controlling.
19	Purpose: Multidisciplinary business process management (BPM) research can reap significant impact. We can particularly benefit from incorporating accounting concepts to address some of the key BPM challenges, such as value-creation and return on investment of BPM activities. However, research which addresses a relationship between BPM and accounting is scarce. The purpose of this paper is to provide a detailed synthesis of the current literature that has integrated accounting aspects with BPM. The authors profile and thematically describe existing research, and derive evidence-based directions to guide future research. Design/methodology/approach: A multi-staged structured literature review approach to search for the two broad themes, accounting and BPM, supported by NVivo (to manage the papers and the coding and analysis processes) was designed and followed. Findings: The paper confirms the dearth of work that ties the two disciplines, despite the synergetic multidisciplinary results that can be attained. Available literature is mostly from the management accounting perspective and relates to describing how performance management, in particular performance measurement, can be applicable to process improvement initiatives together with tools such as activity-based costing and the balanced scorecard. There is a lack of research that examines BPM in relation to any financial accounting perspectives (such as external reporting). Future research directions are proposed together with implications for practitioners with the findings of this structured literature review. Research limitations/implications: The paper provides a detailed synthesis of the existing literature on the nexus between accounting and BPM. It summarizes the implications for practitioners and provides directions for future research by identifying key gaps and opportunities with a sound contextual basis for extension and new work. Originality/value: Effective literature reviews create strong foundations for future research and accumulate the otherwise scattered knowledge into a single place. This is the first structured literature review that provides a detailed synthesis of the research that ties together the accounting and BPM disciplines, providing a basis for future research directions together with implications for practitioners. © 2018, Emerald Publishing Limited.
20	With the proliferation of business process reforms in organizations, the need for process-centric performance measurement systems is discussed in several studies. However, although there is considerable research on Performance Measurement Systems (PMSs) in general business contexts, research on performance measurement in process-centric contexts (e.g. within the BPM field) is scarce, and the characteristics of such process performance measurement systems (PPMSs) still remain poorly conceptualized, hindering their design and implementation. PPMSs are different from traditional performance measurement systems as the data gathered, and the information generated and disseminated are focused on processes, rather than on functions. This paper presents a PPMS characteristics framework, resulting from a multi-staged study design. Initially 38 PPMS characteristics were identified through a structured literature review which were then re-specified and confirmed with two in-depth case studies. The study findings resulted in an empirically supported PPMS characteristics framework, consisting of 30 PPMS characteristics grouped within 7 core themes, namely; (1) Quality characteristics; (2) Measurement Scope; (3) Contextual features considered in designing PPMS; (4) Relationship to organizational systems and structures; (5) Efficiency of information gathering and use; (6) Feedback and reporting; and (7) Potential uses of feedback generated. This is the first evidence-based synthesis of PPMSs characteristics and it provides a clear conceptualization and an understanding of what aspects a PPMS should comprise. The resulting framework will assist practitioners in designing and redesigning measurement systems in process centric contexts, which could in turn better support processes such as identifying improvement needs, measuring improved processes, benchmarking and controlling the processes, process maturity assessments, and benefits realization. The findings will also facilitate future research on PPMSs. © Springer Nature Switzerland AG 2019.
21	The business process reengineering is causing a wave of restructuring and reorganization of companies that largely rely on computer engineering and the potential of information and communications technology. Most reengineering researchers argue that information and communications technology (ICT) have the capacity, through their intrinsic qualities, to change the organization; this is more to computerize the existing but to redefine the work organization and sequencing of tasks and rethink the process. In this research, we present a case study of reengineering of a platform of cross docking (PCD) using the Supply Chain Operation Reference Model (SCOR) in a car assembly unit. This paper tends to dismantle the relationship between information technology (IT) and process reengineering, also, the success of integration of ICT such as EDI (Electronic Data Interchange), RFID (Radio Frequency Identification) as an approach to achieve the level of performance expected by the logistics chain studied. After presenting the different readings about the process reengineering and the impact of ICT on the performance, we will model the PCD processes by using SCOR and BPMN 2.0. The purpose of this modelling is to understand at first the functioning of the platforms of cross docking and the interactions between the upstream processes and the downstream of his customers and his suppliers. In the second stage, this modelling allowed to detect the weaknesses in the processes, further to a lack of traceability in the piloting of the internal flows. We proposed the integration of the technology RFID for landing in these weaknesses. We feigned several scenarios before and after the integration of the RFID to validate our hypotheses on the relevance of the solution RFID.
22	Abstract The aim of business process compliance (BPC) is to ensure that business processes are executed in accordance with a prescribed set of rules. In practice, the evidence would suggest that achieving this goal is challenging. Penalties and subsequent remediation costs in the Australian banking industry amounted to over A$10bn between 2017 and 2022. The research community has identified many challenges, but the industry perspective is typically missing from that research. The study takes advantage of recent events in the Australian banking industry that saw detailed regulatory reports made public, highlighting the challenges the industry faces trying to maintain compliance. The study supplements these reports with BPC-related insights from practitioners and consultancy groups to develop an industry perspective on the challenges. Consolidating the two perspectives presents a comprehensive view of BPC’s challenges and the differing emphasis that each stakeholder group places on the challenges. Process mining may provide a pathway to reconciling these different perspectives. Both the BPC literature and industry have promoted process mining’s potential to address the challenges. To explore this proposition, the study details the features of representative commercial process mining software and then maps these features to the challenges. The resultant conceptual map is used to analyze known and novel BPC challenges. It outlines the limitations that must be addressed, from both a research and industry perspective, to maintain and improve compliance.
23	In the past few decades, the recognition and adoption of Business Process Management (BPM) has increased at a phenomenal pace. Organizations are increasingly devoting resources towards development and use of BPM techniques and technologies to model, analyze, improve and implement business processes. However, the existing procedures for collecting information to create business process models generally lead to misunderstanding or ambiguity between model and domain experts. We propose a framework to automate collection of such information and build models directly from users' inputs captured through interactive web-forms. The framework also allows users to align processes with strategic business objectives, critical success factors, key performance indicators and functions. Further, processes can be tagged with appropriate maturity level, types and tiers. A dashboard then provides real-time reports which help decision makers to monitor organization's performance, make better decisions, and standardize/optimize processes across the organization. © 2019 IEEE.
24	nan
25	Information is one of the most important factors in business success, hence the importance of the Business Intelligence (BI) domain in order to simplify the decision making and make it more relevant. Decisional systems have been used for several years to help decision-makers access, analyze and extract value from the data that their organisation accumulated through the years. The success gained by these types of systems caused the establishment of a well-known architecture and development chain, and the proliferation of tools and methodologies that have proven their value. Nonetheless, in some use cases, the classical decisional architecture shows some shortcomings. In fact, the traditional storage and processing models in Business Intelligence systems are not sufficient anymore when confronted with data that becomes more and more massive, varied and with a high velocity. This is where Big Data solutions can be of great use. In fact, these solutions have proven their efficiency when dealing with enormous constantly increasing amounts of data with a changing schema. Our goal in this article is to show the various manners to integrate big data solutions into the decisional world, and to help architects choose which architecture corresponds better to their needs, by taking into consideration the environmental, technical and functional constraints they are faced with.
26	Process modeling is an important and delicate step, and it is among reasons that cause failure in the implementation or the improvement of any type of system. Indeed, process modeling is based on the inter-relationship between the processes that make up the system. There are various standards of process modeling; each one presents several aspects and concepts in relation with the process. While taking into account the specific characteristics of each case of modeling, this diversity makes the choice of the model very complicated. In this paper, we use the concepts of the MDE approach to create our process meta model extended for cycles. We generate this meta model out of several transformations of the Process Structure View meta model extended for lifecycles and the concept view meta model, using the Seven Views approach. The meta model proposed will facilitate the task to the process managers in terms of collecting requirements; proposals and solutions of improvement, through a repository containing all the information collected at the theoretical modeling, and updated during each cycle. The objective of this paper is to propose a generic process meta model, extended for cycles, that considers the requirements dimension, using Seven Views approach. This meta model will be valid for all type of information systems and for all type of cycles (lifecycles and improvement cycles).
27	It is increasingly important that Service Level Agreements (SLAs) are taken into account when business processes are exposed as services in a Service Oriented Architecture. SLAs define expected service behavior and nonfunctional properties of the service. The fact that the service provider has to offer certain guarantees concerning SLA properties has an impact on the business process lifecycle. In this paper we introduce a stepwise approach for management of SLA-Aware service compositions based on process performance requirements specified as Key Performance Indicators. The approach is based on the process lifecycle known from Business Process Management and comprises a modeling, configuration and execution phase. We incorporate existing work on SLA modeling, QoS aggregation, and QoSbased service selection, and identify several problems specific to SLA-Aware business processes. © 2012 Newswood Limited. All rights reserved.
28	Reservoir management guidelines are an enabler of, production sustainability, assurance to reservoir health and high ultimate recovery. Monitoring the compliance of the field production against the set of reservoir management guidelines is one of the key processes for ADNOC, being a governing body of major U.A.E. hydrocarbon producing fields. With the business need to ramp up production, field maturation, and the associated operational challenges, it is critical for ADNOC to effectively monitor and regulate its field production plans to assure the long-term production sustainability. In this regard, ADNOC has developed a robust framework that is implemented through an automated analytics platform that enables different ADNOC technical teams to effectively monitor and report the compliance status of each hydrocarbon barrel from produced from ADNOC assets. The paper highlights the features of the workflow implemented, the management of change strategy and the business value created. The automated process allows the consolidation of a variety of well, reservoir and field-level data. The analytical platform enables integrated analysis, KPI calculation and interactive visualization. The framework assesses the compliance based on three governing parameters: well technical rate, gas-oil ratio (GOR), and bottom hole flowing pressure. The compliance analysis is carried out on a monthly basis where the monthly back allocated production data for each well is compared with the set of operating guidelines in an automated data analytics and visualization environment. A pragmatic compliance tolerance is considered in the calculations to accommodate the measurement inaccuracies, as well as the operational limitations while allowing flexibility to exclude nonconformity with valid reasons. The overall process is governed through an automated business process management (BPM) platform, which seamlessly regulates the predefined subroutines among different stakeholders to report and track different corrective actions in a timely manner. The framework implementation has strengthened the overall compliance governance process; and has been instrumental to properly manage asset production capacity in a systematic manner. This has subsequently enabled the preparation of a prompt action plan and has improved the operating efficiency of more than 3% within the first six months of implementation, through restoring, compensating and increasing the effective capacity of overall ADNOC Production. The approach has demonstrated great value both in terms of process alignment, as well as from the production assurance standpoint at a country level, and allows the organization to have an established system, which provides: • Consistent compliance monitoring standards • Minimal subjectivity • Complete process governance • Quick turnaround time • Auditable history The aim of this paper is to publish a stepwise guide for any operators who might be interested to adopt and implement a similar approach to assure the long-term production sustainability and health of their assets. © 2019, Society of Petroleum Engineers
29	This paper demonstrates a successful case story of how harnessing digitalization has significantly improved the Management of Inactive wells. An integrated web-based application was developed in house and fully deployed across the Company. It has demonstrated an immense added value by bringing key stakeholders in an automated and collaborative environment to standardize and improve the existing well reactivation cycle and mitigating well & facilities integrity threats. Inactive Strings Management System (ISMS) is tailored made for multiple disciplines such as production, petroleum, well integrity, facilities and reservoir engineers, as well as Corporate Units and Management, all connected through standards automated workflows. The new solution is composed by 13 main modules that covers the whole well reactivation cycle: a) Data Entry b)Validation, c) Endorsement, d) Live Well Inventory, e) Tracking and Monitoring, f) Well Problem & Status, g) Dashboards, h) Well history, i) Well Prioritization, j) Manager Approval, and k) Level 2 KPI's. 1) Managing Problematics Wells, and m) Project Related. The Inactive String Management Tool has proved to be vastly beneficial. Since its implementation in December 2021, it has successfully supported the reactivation of around 810 strings, and monitoring over 4800 operating strings, with an associated cumulative oil rate gain of 490,000 barrels, translated into a profit of around $23 MM (USD), and shortened the well reactivation cycle by 20%. The solution had led to major improvements on the current business and system processes by addressing major challenges including data integrity issues, lack of automation, systems integration, poor tracking of well reactivation actions, and most importantly, absence of a systematic approach to prompt multidisciplinary well revision by having a unique planform to manage the inactive strings, thru standardization of best practices and lessons learned across Assets. It has increased the well problem visibility and accountability of key stakeholders to firm, maturate and accelerate well reactivation actions in an automated and collaborative environment, reducing silos, ensuring alignment, sharing knowledge and information more effectively. Improved resources planning and production gain without jeopardizing well and facilities integrity. This solution is part of the Oil and Gas 4.0 company digital transformation strategy, encourages collaboration across departments, fostering a digital culture to rapidly react to business changes. It has laid down the foundation to sustain growth and a competitive edge in the digital age by applying deeper and more targeted analytics that enable better business decision-making, such as predictive analytics, artificial intelligence, and business process management. Copyright © 2022, Society of Petroleum Engineers.
30	Abstract Research and development are central to economic growth, and a key challenge for countries of the global South is that their research performance lags behind that of the global North. Yet, among Southern researchers, a few significantly outperform their peers and can be styled research “positive deviants” (PDs). In this paper we ask: who are those PDs, what are their characteristics and how are they able to overcome some of the challenges facing researchers in the global South? We examined a sample of 203 information systems researchers in Egypt who were classified into PDs and non-PDs (NPDs) through an analysis of their publication and citation data. Based on six citation metrics, we were able to identify and group 26 PDs. We then analysed their attributes, attitudes, practices, and publications using a mixed-methods approach involving interviews, a survey and analysis of publication-related datasets. Two predictive models were developed using partial least squares regression; the first predicted if a researcher is a PD or not using individual-level predictors and the second predicted if a paper is a paper of a PD or not using publication-level predictors. PDs represented 13% of the researchers but produced about half of all publications, and had almost double the citations of the overall NPD group. At the individual level, there were significant differences between both groups with regard to research collaborations, capacity development, and research directions. At the publication level, there were differences relating to the topics pursued, publication outlets targeted, and paper features such as length of abstract and number of authors.
31	Existent solutions for work process automation in companies were analyzed. Problem-solving techniques of internal document management were suggested to improve the efficiency of team-work.
32	Process Model Matching (PMM) refers to the automatic identification of corresponding activities between a pair of process models. Recognizing the pivotal role of PMM in numerous application areas a plethora of matching techniques have been developed. To evaluate the effectiveness of these techniques, researchers typically use PMMC’15 datasets and three well-established performance measures, precision, recall and F1 score. The performance scores of these measures are useful for a surface level evaluation of a matching technique. However, these overall scores do not provide essential insights about the capabilities of a matching technique. To that end, we enhance the PMMC’15 datasets by classifying corresponding pairs into three types and compute performance scores of each type, separately. We contend that the performance scores for each type of corresponding pairs, together with the surface level performance scores, provide valuable insights about the capabilities of a matching technique. As a second contribution, we use the enhanced datasets for a comprehensive evaluation of three prominent semantic similarity measures. Thirdly, we use the enhanced datasets for a comprehensive evaluation of the results of twelve matching systems from the PMM Contest 2015. From the results, we conclude that there is a need for developing the next generation of matching techniques that are equally effective for the three types of pairs. © Springer Nature Switzerland AG 2018.
33	Process Model Matching (PMM) aims to automatically identify corresponding activities from two process models that exhibit similar behaviors. Recognizing the diverse applications of process model matching, several techniques have been proposed in the literature. Typically, the effectiveness of these matching techniques has been evaluated using three widely used performance measures, Precision, Recall, and F1 score. In this study, we have established that the values of these three measures for each dataset do not provide deeper insights into the capabilities of the matching techniques. To that end, we have made three significant contributions. Firstly, we have enhanced four benchmark datasets by classifying their corresponding activities into three sub-types. The enhanced datasets can be used for surface-level evaluation, as well as a deeper evaluation of matching techniques. Secondly, we have conducted a systematic search of the literature to identify an extensive set of 27 matching techniques and subsequently proposed a taxonomy for these matching techniques. Finally, we have performed 432 experiments to evaluate the effectiveness of all the matching techniques, and key observations about the effectiveness of the techniques are presented. © 2013 IEEE.
