332	Khajeh-Hosseini	2011	10.1109/cloud.2011.59
333	Gunasekaran	2003	10.1016/j.ijpe.2003.08.003
335	Olafsson	2003	10.1109/wsc.2002.1172871
336	Siegeris	2008	10.1007/978-3-540-85758-7_6
338	Khajeh‐Hosseini	2011	10.1002/spe.1072
339	Han	2007	10.1109/sera.2007.130
340	Aversano	2004	10.1109/hicss.2004.1265061
342	Flurry	2010	10.1147/sj.401.0008
343	Ivanović	2010	10.1007/978-3-642-16132-2_39
345	OH	2006	10.2753/mis0742-1222220410
347	Sharon	2010	10.1147/sj.472.0321
348	Venables	2012	10.1177/154193120404800120
350	Dumas	2018	10.1007/978-3-662-56509-4
352	Heinrich	2021	10.1016/j.dss.2021.113494
354	Liu	2004	10.1016/j.im.2004.01.010
360	Pufahl	2013	10.1007/978-3-642-45005-1_20
361	Koetter	2011	10.1007/978-3-642-21863-7_7
362	Koetter	2012	10.1007/978-3-642-30359-3_7
363	Armistead	2002	10.1108/09564239810228849
364	Delpachitra	2002	10.1108/14635770210442725
366	Scheer	2012	10.1007/978-3-642-97998-9
367	Walicki	2011	10.1016/j.datak.2011.05.003
368	Chiu	2002	10.1016/s0306-4379(99)00010-1
369	Civcisa	2015	10.15282/ijame.10.2014.10.0161
371	vom Brocke	2011	10.1108/14637151111122383
372	Kannengiesser	2016	10.1007/978-3-319-48466-2_4
373	Rozinat	2008	10.1007/978-3-540-85758-7_16
375	Crespo Márquez	2009	10.1108/13552510910961110
376	Heng	2009	10.1016/j.ymssp.2008.12.006
378	Barua	2008	10.1287/isre.6.1.3
380	Recker	2006	10.1007/11767138_25
381	Teece	2007	10.1002/smj.640
382	Petrinja	2011	10.1007/978-3-642-24418-6_16
383	Akrivas	2004	10.1109/tsmca.2003.819498
384	Kannengiesser	2014	10.1007/978-3-319-06065-1_11
386	Ghapanchi	2011	10.1504/ijbis.2011.042398
387	Markus	2010	10.1007/978-3-642-01982-1_10
388	Folan	2005	10.1016/j.compind.2005.03.001
389	Yang	2008	10.1057/palgrave.jors.2602619
390	Yang	2006	10.1002/nav.20188
391	King	2006	10.1111/j.1742-6723.2006.00872.x
392	Azizi	2009	10.1016/j.ijpe.2009.07.010
393	Darmani	2013	10.1108/bpmj-08-2011-0052
394	Hanafizadeh	2008	10.1108/14637150810864943
395	Sonnenberg	2012	10.1007/978-3-642-33681-2_7
397	Simao	2009	10.1108/17410380910929592
398	Zimmermann	2002	10.1080/00207540010004287
399	Lam	2007	10.1177/0170840600213001
400	Hassoun	2014	10.1109/wsc.2013.6721749
401	Salimifard	2002	10.1016/s0377-2217(00)00292-7
402	Chaudhuri	2005	10.1145/248603.248616
403	Demirkan	2016	10.1109/mitp.2016.115
404	Hillbrand	2012	10.1007/978-3-322-84796-6_18
405	Wang	2019	10.1111/poms.13024
407	Taticchi	2009	10.1108/13683040911006783
408	Riecken	2002	10.1145/176789.176790
409	Eder	2007	10.1007/3-540-48738-7_22
410	Khadraoui	2012	10.1007/s12927-012-0005-2
411	Li	2019	10.1145/3187009.3177737
412	Jabrouni	2011	10.1016/j.engappai.2011.02.015
413	Adam	2002	10.1108/01443579710171190
416	Sahoo	2019	10.1108/tqm-04-2019-0092
417	Loos	2013	10.1007/s12599-013-0252-x
418	Hevner	2017	10.2307/25148625
419	Chen	2011	10.1109/srii.2011.12
420	Lee	2004	10.1109/tsmca.2004.824871
421	Love	2002	10.1108/02656719910249829
422	Loitière	2010	10.1007/978-3-540-24688-6_102
423	Aguirre	2017	10.1007/978-3-319-66963-2_7
425	Arias	2018	10.1108/md-05-2017-0476
430	Poljanskihh	2018	10.1051/matecconf/201819305065
431	Tripathi	2009	10.4304/jcp.3.1.24-31
432	Prasanna	2018	10.1080/00207543.2018.1475762
433	Li	2004	10.1016/j.omega.2004.08.002
434	Seidewitz	2003	10.1109/ms.2003.1231147
435	Klinkmüller	2018	10.1007/978-3-319-92901-9_15
436	Neely	2002	10.1108/01443579510083622
437	Iden	2010	10.1080/10580531003708378
439	Al Marzouqi	2018	10.2118/192881-ms
440	Sangaiah	2019	10.1007/s00500-019-04266-y
441	Ausiello	2002	10.1145/2157.322404
443	Gao	2006	10.1109/sose.2006.19
444	Weber	2010	10.1007/s10619-010-7060-9
447	Curbera	2002	10.1109/4236.991449
449	Pidun	2012	10.1109/hicss.2012.608
451	Anderson	2015	10.1109/icse.2015.134
452	Nielsen	2009	10.1177/1046496409339630
454	Gendreau	2015	10.1016/j.cor.2015.06.001
456	Avédissian	2015	10.1016/j.ifacol.2015.06.357
460	Turner	2011	10.4128/9781606492345
462	Kimbrough	2002	10.1016/s0167-9236(02)00019-2
463	Chaudhuri	2005	10.1145/248603.248616
464	Melouk	2003	10.1016/s0925-5273(03)00092-6
465	De Weerdt	2012	10.1016/j.is.2012.02.004
466	Debusmann	2004	10.1109/noms.2004.1317767
467	Li	2017	10.1007/978-3-319-59336-4_4
469	Rigopoulos	2007	10.1109/ams.2007.40
470	Gattnar	2011	10.1109/edocw.2011.21
475	Metzger	2017	10.1007/978-3-319-59536-8_28
477	Nguyen	2017	10.5430/ijhe.v6n2p153
478	Houy	2010	10.1108/14637151011065946
480	Unger	2008	10.1109/edoc.2008.29
481	Vogl	2016	10.1007/s10845-016-1228-8
482	Uschold	2009	10.1017/s0269888900007797
483	Jiang	2020	10.18653/v1/2020.acl-main.197
484	Camarinha-Matos	2008	10.1007/978-0-387-79424-2_1
485	San Cristobal Mateo	2019	10.1109/access.2019.2953185
487	Husson	2011	10.1201/b10345
488	Ilinitch	2008	10.1287/orsc.7.3.211
491	Watson	2017	10.2307/20721413
492	Zhu	2010	10.1088/0964-1726/19/5/055011
493	Buyya	2018	10.1145/3241737
495	Hall	2011	10.1002/bse.728
496	Kellaris	2015	10.14778/2732977.2732989
497	Fiore	2003	10.1080/1463922021000049971
498	Palpanas	2007	10.1016/b978-155860869-6/50076-7
500	Gupta	2003	10.1016/j.giq.2003.08.002
501	Meng	2020	10.3390/su12239805
502	Maximilien	2005	10.1145/1035167.1035198
503	Dalvi	2004	10.1145/1014052.1014066
506	Gordijn	2002	10.1109/5254.941353
507	Gunal	2006	10.1109/wsc.2005.1574567
508	Lacy	2004	10.1370/afm.123
510	Jamous	2017	10.1109/es.2016.10
511	Barone	2011	10.1007/978-3-642-24849-8_7
512	Tseng	2014	10.1016/j.ijpe.2014.04.009
513	Brodaric	2019	10.3233/sw-2010-0021
515	Kumar	2005	10.1109/icac.2005.24
516	Groiss	2014	10.1145/270832.270837
517	Frank	2011	10.4018/978-1-59904-054-7.ch006
520	Neely	2002	10.1108/01443579510083622
521	Bourne	2005	10.1504/ijbpm.2003.002097
522	Edvinsson	2003	10.1016/s0024-6301(97)90248-x
523	Borchardt	2007	10.1007/978-3-8349-9121-8_3
524	Franco‐Santos	2007	10.1108/01443570710763778
526	Thompson	2004	10.1016/j.ejor.2004.03.048
527	Alter	2008	10.1057/ejis.2008.37
528	Silla	2010	10.1007/s10618-010-0175-9
529	Robinson	2002	10.1145/321250.321253
532	Ota	2010	10.1007/978-3-540-30103-5_15
533	La Rosa	2010	10.1016/j.eswa.2010.12.012
534	Amyot	2008	10.1109/kingn.2008.4542266
535	Slovic	2012	10.1111/j.1540-6261.1972.tb01311.x
536	Longo	2006	10.1007/11678564_37
537	Walmsley	2019	10.1111/ijsa.12223
539	Indrawati	2018	10.1109/icstc.2018.8528712
540	Zhu	2021	10.1016/j.ress.2021.107951
543	Aria	2017	10.1016/j.joi.2017.08.007
544	Cuhls	2012	10.1007/978-3-642-57472-6
546	Rodrigue	2024	10.18235/0009007
547	Calvanese	2018	10.1016/j.is.2018.01.010
548	Samsonowa	2011	10.1007/978-3-7908-2762-0
549	Rayport	2005	10.1002/dir.20050
550	Kemppainen	2019	10.22215/timreview/1291
551	Müller	2008	10.1007/978-3-540-69534-9_4
552	Banker	2003	10.1016/s0377-2217(03)00179-6
553	Svatoš	2016	10.1007/978-3-319-45321-7_5
554	Cabot	2009	10.1016/j.is.2008.12.002
555	Dumas	2018	10.1007/978-3-662-56509-4
556	Wang	2021	10.1111/poms.13356
559	Hurtado	2004	10.1145/543613.543636
560	Rodriguez	2010	10.1109/mic.2010.59
561	AhmadBeygi	2008	10.1016/j.jairtraman.2008.04.010
562	Fettke	2006	10.1007/11678564_44
563	Karvonen	2006	10.1007/1-4020-8139-1_27
565	Gottschalk	2007	10.1007/s10009-007-0055-9
566	Kwok	2008	10.1007/978-3-540-89652-4_57
567	Hammer	2003	10.1109/emr.2002.1167284
569	Blumenthal	2012	10.1056/nejmp1203427
570	Ahmed	2015	10.1016/j.future.2015.01.001
572	Bessant	2024	10.69645/lzez7256
573	Said	2021	10.1007/s11356-021-14286-7 10.57945/manara.21597558 10.57945/manara.21597558.v1
578	Cimino	2016	10.1007/s10799-016-0266-4
579	Al Marzouqi	2016	10.2118/183421-ms
582	Stefanovic	2002	10.1109/69.895803
583	Baresi	2005	10.1145/1035167.1035195
584	Indulska	2009	10.1007/978-3-642-02144-2_39
585	Lee	2007	10.1243/0954409jrrt110
587	Satyal	2017	10.1007/978-3-319-65000-5_7
588	Melão	2003	10.1046/j.1365-2575.2000.00075.x
589	Silberstein	2011	10.1109/mic.2011.142
592	Lee	2003	10.1145/606272.606273
593	Dan	2010	10.1147/sj.431.0136
594	Geppert	2009	10.1007/3-540-63516-5_18
595	Chen	2002	10.1109/icde.2000.839413
596	Eckert	2009	10.1007/s00287-009-0329-6 10.5282/ubm/epub.14904
598	Maggi	2013	10.1007/978-3-642-38709-8_28
599	Pereira	2004	10.1145/967900.968175
600	Basten	2002	10.1016/s1567-8326(00)00004-7
601	Merton	2006	10.2307/1913811
602	Dainienė	2015	10.1016/j.sbspro.2015.11.537
605	Koetter	2012	10.1007/978-3-642-30359-3_7
607	Severino	2014	10.1186/2193-1801-3-493
608	Meredith	2011	10.1007/s12063-011-0054-6
609	Schiefer	2010	10.1007/978-3-540-45227-0_74
610	Zhang	2012	10.1080/17517575.2012.747002
612	Shi	2010	10.1147/sj.423.0414
616	Oertwig	2019	10.1016/j.promfg.2019.04.055
617	Calheiros	2010	10.1002/spe.995
620	Mendling	2008	10.1007/978-3-540-89224-3
621	Prajogo	2007	10.1108/01443570510626916
623	Ko	2013	10.1007/s10664-013-9279-3
626	Kawrykow	2011	10.1145/1985793.1985842
627	Castellanos	2015	10.1504/ijcse.2006.014772
630	Hwang	2009	10.1016/j.jfineco.2008.07.005
632	Plattfaut	2022	10.1016/j.compind.2022.103646
633	Ramík	2007	10.1016/j.fss.2007.04.003
635	Leitao	2016	10.1109/jproc.2016.2521931
636	Imai	2004	10.1016/j.trb.2004.04.004
637	Serenko	2010	10.1108/13673271011015534
639	Stefanovic	2011	10.4018/978-1-60566-808-6.ch003
640	Sokolova	2009	10.1016/j.ipm.2009.03.002
642	Stojanović	2017	10.1080/1331677x.2017.1355256
643	Fleischmann	2014	10.1007/bf03340797
644	Scheer	2012	10.1007/978-3-642-97389-5
645	Dumas	2018	10.1007/978-3-662-56509-4
646	Liu	2009	10.1007/978-1-84882-762-2_13
648	Kim	2013	10.7232/ieif.2012.25.1.001
651	Dumeresque	2014	10.1108/sd-12-2013-0104
652	van Zelst	2017	10.1007/s10115-017-1060-2
653	Maull	2003	10.1108/01443570310476645
654	Harmon	2010	10.1007/978-3-642-00416-2_3
655	Sehic	2011	10.1145/1988051.1988053
656	Aha	2004	10.1007/bf00153759
658	Willmott	2007	10.3354/cr030079
659	Lakshmanan	2013	10.1007/s10115-013-0697-8
660	Bargiela	2008	10.1109/tpwrs.1986.4334914
661	Teng	2012	10.2307/41165753
662	Moriarty	2009	10.1108/14635770910972423
663	Martin	2010	10.1007/978-3-540-30581-1_4
664	Rotaru	2009	10.1007/s10257-009-0125-5
666	Shang	2011	10.1016/j.im.2011.01.005
667	Shang	2011	10.1016/j.im.2011.01.005
669	Keen	2002	10.1145/358527.358543
670	Hochreiter	2006	10.1162/neco.1997.9.8.1735
672	Choi	2005	10.1016/j.jom.2005.07.002
673	Fifield	2014	10.4324/9780080942704
675	Fill	2016	10.1109/hicss.2016.503
676	van der Aalst	2013	10.1155/2013/507984
677	Badri	2002	10.1108/02656719510080604
678	Tsirukis	2005	10.1007/bf02023177
679	Ordóñez de Pablos	2010	10.1002/hfm.20202
681	Nagurney	2007	10.1007/s10898-007-9198-1
682	Van Der Zee	2015	10.1080/07421222.1999.11518249
683	Burrell	2016	10.1177/2053951715622512
685	Okoli	2018	10.17705/1cais.03743
686	Papazoglou	2007	10.1007/s00778-007-0044-3
687	Rozinat	2007	10.1016/j.is.2007.07.001
688	Trkman	2009	10.1016/j.ijinfomgt.2009.07.003
693	Thabet	2018	10.1007/978-3-319-99954-8_36
694	Marin-Castro	2021	10.3390/app112210556
695	Marjanovic	2011	10.1109/hicss.2011.271
696	Bengio	2013	10.1109/tpami.2013.50
697	Gartner	2002	10.1016/0883-9026(90)90023-m
698	Dumas	2018	10.1007/978-3-662-56509-4
699	Panwalkar	2008	10.1287/opre.25.1.45
700	Montilva	2018	10.19153/cleiej.17.2.3
702	Deng	2012	10.1109/icmla.2011.99
705	Vukšić	2013	10.1016/j.ijinfomgt.2013.03.008
706	Zairi	2002	10.1108/14637159710161585
707	Himmelspach	2009	10.1109/simul.2009.19
708	Dumas	2018	10.1007/978-3-662-56509-4
710	Jiantao Wang	2005	10.1109/tnet.2005.850219
711	Poria	2017	10.1016/j.inffus.2017.02.003
712	Wu	2007	10.1109/soca.2007.6
713	Lodhi	2011	10.2478/v10143-011-0004-7
714	Demers	2006	10.1007/11687238_38
715	Arrow	2006	10.2307/1906813
716	Cheong	2005	10.1145/1082473.1082653
717	Hochreiter	2006	10.1162/neco.1997.9.8.1735
719	Klein	2010	10.1145/1827418.1827443
720	Leitão	2008	10.1016/j.engappai.2008.09.005
721	Hepp	2005	10.1109/icebe.2005.110
722	Hepp	2005	10.1109/icebe.2005.110
723	Papazoglou	2007	10.1109/mc.2007.400
724	Castellanos	2005	10.1109/icde.2005.73
726	Annino	2008	10.1177/003754977903200605
727	Liu	2011	10.1016/j.jtbi.2011.10.004
732	Di Francescomarino	2018	10.1007/978-3-319-98648-7_27
733	Yahya	2015	10.5220/0005526501830190
734	Pereira	2005	10.1145/1066677.1066980
735	Teece	2007	10.1002/smj.640
736	Peleg	2003	10.1197/jamia.m1135
741	Morgado	2017	10.1186/s41155-016-0057-1
742	Gschwind	2008	10.1007/978-3-540-85758-7_4
743	Rosyidah	2022	10.1016/j.matpr.2022.03.158
744	Barua	2018	10.1177/026839629601100307
745	Ünlü	2019	10.1016/j.eswa.2019.01.074
746	Desai	2006	10.1007/11916291_6
747	Dumas	2018	10.1007/978-3-662-56509-4
748	Minsky	2002	10.1145/352591.352592
749	Hastie	2013	10.1007/978-0-387-21606-5
751	Baresi	2011	10.1109/ecows.2010.10
753	Cheng	2015	10.1109/tcc.2015.2487965
754	Pang	2021	10.1145/3439950
755	Agarwal	2015	10.1145/2783258.2788614
756	Parshukov	2020	10.1088/1755-1315/548/2/022092
